# Pareto representation for the river pollution problem.
# Decision variable values are listen on each row first, then the corresponding objective function values
# Number of decision variables: 2
# Number of objective functions: 4
8.442741762102674574e-01 9.889029091080312472e-01 -5.986502379997307166e+00 -3.387902759613562242e+00 -6.327715003901010604e+00 7.605995561388176007e+00
8.969712694197137237e-01 9.246379199626350021e-01 -6.106124781582749961e+00 -3.223183790469865695e+00 -5.722634257548918413e+00 3.124329196533614628e+00
9.971614824480271588e-01 9.659133675839879363e-01 -6.333556565157021367e+00 -3.330945579231965326e+00 -7.885765101569441882e-01 5.154207031533005079e+00
9.881433726282842223e-01 8.576351095065075647e-01 -6.313085455866205287e+00 -3.129368315541210421e+00 -1.958496289426100212e+00 1.748329662134353146e+00
9.839458540162340228e-01 9.114807721359498016e-01 -6.303557088616852155e+00 -3.207931066773927586e+00 -2.383190330969824799e+00 2.743663666035629944e+00
9.891111935395238142e-01 9.597291679552023558e-01 -6.315282409334718849e+00 -3.312927947709305876e+00 -1.851357147016477356e+00 4.723166178784670599e+00
9.866450342445852728e-01 9.667221539351715798e-01 -6.309684227735209205e+00 -3.331633278050516012e+00 -2.117230795884558425e+00 5.215687617549901844e+00
9.801735772730628682e-01 9.240372032838828353e-01 -6.294994020409852453e+00 -3.230721296708875201e+00 -2.717184535217159080e+00 3.105122466723048369e+00
9.864951370265793162e-01 9.935071101246794045e-01 -6.309343961050335459e+00 -3.417976773387677358e+00 -2.132655673706337573e+00 8.365492732048572577e+00
9.355630430222053873e-01 5.776802377031681202e-01 -6.193728107660406934e+00 -2.943062578453946809e+00 -4.903395711581572058e+00 3.093618289112538555e-01
9.894675018064442718e-01 7.711186820018132160e-01 -6.316091229100628368e+00 -3.046620129975631031e+00 -1.810955371604344499e+00 9.779219867642643393e-01
9.369798874370769415e-01 7.980922985415597193e-01 -6.196944344482164801e+00 -3.061980490979752112e+00 -4.862028179183628396e+00 1.158977575709387864e+00
9.693956235193346149e-01 9.959946849558856119e-01 -6.270528065388889516e+00 -3.424989649445389528e+00 -3.485238175276015760e+00 8.836459417840842434e+00
9.438429555927015935e-01 7.536668355827701449e-01 -6.212523509195433391e+00 -3.028391848908829953e+00 -4.645035619565998530e+00 8.791287247698615914e-01
9.046721431281763426e-01 9.894896922817064677e-01 -6.123605764900960757e+00 -3.394512295422718928e+00 -5.595556543818635653e+00 7.695655138830882258e+00
9.546036255742015308e-01 9.623340648962956934e-01 -6.236950230053437849e+00 -3.315446077122091495e+00 -4.237570185652234755e+00 4.896760207503919382e+00
9.944066905230402043e-01 9.768404144307804016e-01 -6.327303187487300917e+00 -3.362713340636782178e+00 -1.191091821595236411e+00 6.110114672293684990e+00
9.974239271296512221e-01 9.785439688259931490e-01 -6.334152314584308385e+00 -3.368519819033122253e+00 -7.477455744888601430e-01 6.287925033908539518e+00
9.113405796895617250e-01 9.965508357596207789e-01 -6.138743115895305635e+00 -3.421029404790119077e+00 -5.473529942320698893e+00 8.948508164577884116e+00
9.831052018808519311e-01 9.203403621493997377e-01 -6.301648808269534108e+00 -3.224025514374759815e+00 -2.461205884058483839e+00 2.991046244021845713e+00
9.831237255660421059e-01 9.275456290693984140e-01 -6.301690857034915716e+00 -3.238061217565339156e+00 -2.459510044629470649e+00 3.220108582430946775e+00
9.785606661598011957e-01 7.816638950588575829e-01 -6.291332712182748921e+00 -3.053224160453187341e+00 -2.848232590614735216e+00 1.044168858442424686e+00
9.450418647847901310e-01 9.745187489033915185e-01 -6.215245033061473912e+00 -3.349299755659570277e+00 -4.604033118710972872e+00 5.881836299226205433e+00
9.966289067083143882e-01 9.906067821556705510e-01 -6.332347618227874619e+00 -3.408954981650909488e+00 -8.700437893546402179e-01 7.871792727061612815e+00
9.942267475831195744e-01 9.440460788589754015e-01 -6.326894717013681557e+00 -3.275084704378719902e+00 -1.215833929788924017e+00 3.869532567721445382e+00
7.513987624096658546e-01 9.078210345124030356e-01 -5.775675190669941728e+00 -3.182979287169181326e+00 -6.858648391056502369e+00 2.650909877215455346e+00
9.774041863819438181e-01 9.888416125834383896e-01 -6.288707503087012540e+00 -3.399920026243444582e+00 -2.938286080082677998e+00 7.596739612027183064e+00
9.692487088582102395e-01 6.661270370923009221e-01 -6.270194569108137550e+00 -2.981627407000695396e+00 -3.494176217824400688e+00 5.254362941085761740e-01
9.465543458225516016e-01 9.602010800537561508e-01 -6.218678365017192178e+00 -3.308848760095585817e+00 -4.550863894618046857e+00 4.753813445034911211e+00
9.986300877955279764e-01 7.403757697780383173e-01 -6.336890299295848905e+00 -3.026589368474345676e+00 -5.540186328270655380e-01 8.117285730294119261e-01
9.513511896098283405e-01 9.872572321416348551e-01 -6.229567200414310335e+00 -3.391236268142341803e+00 -4.370728433469829532e+00 7.364433878776076803e+00
9.962539326580955867e-01 9.615552456946463433e-01 -6.331496427133877170e+00 -3.318868190529612683e+00 -9.263128140044072367e-01 4.843707390342485652e+00
9.830764108478651231e-01 9.390116040091800453e-01 -6.301583452624654136e+00 -3.262134215505837709e+00 -2.463839649077852911e+00 3.649684396318233937e+00
6.822067123662339805e-01 9.318353824641366634e-01 -5.618609237071351181e+00 -3.224980532468956440e+00 -7.073261577635348019e+00 3.370511494090199456e+00
9.535693978528332337e-01 9.951187989951381097e-01 -6.234602533125931600e+00 -3.419802710484201480e+00 -4.280953129610537644e+00 8.665162495729902048e+00
7.486569183403948280e-01 8.802772607635357405e-01 -5.769451204632696673e+00 -3.139836624034452850e+00 -6.869144830810793856e+00 2.086536374525878479e+00
8.161772214645716117e-01 9.272957702889162990e-01 -5.922722292724578175e+00 -3.222753036975812169e+00 -6.534897830085127701e+00 3.211690178240618643e+00
9.860602330780391389e-01 9.650318911994588689e-01 -6.308356729087149617e+00 -3.326826980950232215e+00 -2.176956771163339965e+00 5.088636749073364385e+00
9.409302958202430123e-01 9.924466992173415214e-01 -6.205911771511951613e+00 -3.408542676552675843e+00 -4.740665130495049340e+00 8.178544688631760096e+00
9.428756764519188316e-01 9.543004378845665325e-01 -6.210327785545855406e+00 -3.293231788639356505e+00 -4.677406127802029800e+00 4.393836317874423081e+00
9.752634363776850890e-01 9.919573492932054481e-01 -6.283848000577345161e+00 -3.410762031195885502e+00 -3.096981760755400437e+00 8.094842591051644831e+00
8.021545588210546862e-01 9.618461846583197250e-01 -5.890890848523794077e+00 -3.302063357810351985e+00 -6.620025577050848042e+00 4.863408166135442912e+00
9.949898068771170223e-01 7.780242482056093367e-01 -6.328626861611056142e+00 -3.052732773092400986e+00 -1.109665163165058033e+00 1.020695362258436489e+00
